"examiner_id","gender","race","tenure_days","ISSUED_applications","abandoned_applications","au_moves","tc_moves","PEN_applications","separation_indicator","num_classes","num_subclasses","avg_ISS_processing","avg_ABN_processing"
76459,"male","white",3998,110,65,0,0,0,1,29,156,1922.19090909091,1664.33846153846
76625,"female","white",5251,23,5,0,0,0,1,10,27,536.782608695652,422
76682,"male","white",2175,1,0,0,0,0,1,1,1,683,NA
76723,"male","white",5530,11,12,0,0,0,1,5,16,941.818181818182,762.666666666667
76764,"male","white",1065,1,0,0,0,0,1,1,1,1085,NA
76829,"unknown","Asian",6239,380,218,0,0,0,1,93,486,1146.02368421053,1073.37614678899
76853,"female","white",4768,5,10,6,6,0,1,6,13,1594.4,1444.2
76877,"male","Asian",3720,6,2,0,0,0,1,6,8,612,144
76968,"female","Asian",6233,75,6,29,0,0,1,15,63,1056.10666666667,649.333333333333
76969,"male","Asian",5180,267,77,36,0,0,1,44,253,1422.16104868914,1359.31168831169
76975,"male","white",5300,5,1,0,0,0,1,2,5,780.6,333
76979,"unknown","Asian",5679,196,112,111,0,0,1,86,271,1212.16836734694,1088.40178571429
76984,"male","white",5911,104,23,0,0,0,1,51,112,649.557692307692,476.652173913043
77042,"male","white",1465,0,6,2,0,0,1,1,3,NA,1271.5
77052,"male","white",951,6,0,0,0,0,1,3,3,443.166666666667,NA
77068,"male","white",3650,0,4,1,0,0,1,4,4,NA,994
77169,"male","Asian",3801,0,26,0,0,1.33333333333333,0,18,39,NA,655.115384615385
77184,"female","white",6268,143,35,8,0,0.0769230769230769,1,19,162,1011.76223776224,763.257142857143
77234,"male","Asian",6251,90,20,29,0,0,1,23,95,1077.61111111111,995.9
77236,"female","white",3379,2,0,0,0,0,1,2,2,338,NA
77313,"male","Asian",5980,3,1,0,0,0,1,4,4,1492,550
77375,"male","white",1395,7,5,0,0,0,1,5,10,1092.14285714286,1004.2
77533,"male","white",6147,11,48,0,0,0,1,15,49,1344.18181818182,803.9375
77540,"male","white",2555,10,18,0,0,0,1,9,27,1446.4,1172.55555555556
77616,"male","white",1264,0,2,0,0,0,1,2,2,NA,1110.5
77628,"female","white",6282,275,113,0,0,0,1,50,331,851.370909090909,735.610619469027
77650,"male","white",719,0,1,0,0,0,1,1,1,NA,594
77653,"male","white",5651,54,11,0,0,0,1,18,45,1288.51851851852,1037.54545454545
77662,"male","Asian",4999,3,6,0,0,0,1,5,9,1631.66666666667,1432.5
77739,"male","white",6219,200,84,62,0,0,1,38,175,1507.245,1164.21428571429
77745,"male","white",5768,38,22,0,0,0,1,16,54,805.947368421053,503.636363636364
77746,"male","white",6195,93,22,0,0,0,1,41,104,1321.1935483871,1029.68181818182
77769,"male","white",603,1,0,0,0,0,1,1,1,624,NA
77790,"unknown","Asian",1674,0,44,13,0,0,1,14,43,NA,1157.15909090909
77838,"male","white",4433,114,64,30,0,0,1,32,147,1605.95614035088,1356.953125
77839,"male","white",3169,3,8,0,0,0,1,6,11,1795,1275
77843,"female","white",702,1,0,0,0,0,1,1,1,720,NA
77845,"male","white",6226,109,79,4,0,0,1,69,156,1247.87155963303,861.73417721519
77869,"male","white",5978,23,10,0,0,0,1,11,32,1225,893.5
77872,"male","white",1122,1,2,0,0,0,1,2,3,1141,647
77908,"female","Asian",4165,1,1,0,0,0,1,2,2,1187,966
77979,"unknown","white",5817,23,62,0,0,0,1,18,72,717.95652173913,489.838709677419
78035,"male","white",5889,3,8,0,0,0,1,4,10,1435,1306.125
78063,"male","Asian",1225,0,8,0,0,0,1,3,7,NA,949.375
78108,"unknown","Asian",2028,30,11,19,0,0,1,11,39,948.233333333333,765.909090909091
78139,"female","white",5415,30,25,0,0,0,1,17,52,979.133333333333,743.56
78198,"male","white",4455,9,0,0,0,0,1,7,9,1065.77777777778,NA
78241,"male","white",1624,2,1,0,0,0,1,3,3,1395.5,1366
78276,"female","Asian",5490,4,1,0,0,0,1,3,5,987.25,778
78287,"unknown","Asian",3178,5,1,0,0,0,1,4,6,1585,1265
78320,"male","white",909,0,1,0,0,0,1,1,1,NA,801
78399,"male","white",6261,472,99,40,0,0,1,173,493,872.283898305085,758.848484848485
78477,"male","white",5322,25,0,2,0,0,1,10,19,684.56,NA
78486,"male","white",999,0,1,0,0,0,1,1,1,NA,993
78488,"female","white",3904,3,0,0,0,0,1,3,3,871.333333333333,NA
78567,"male","Asian",4615,30,0,0,0,0,1,11,27,1006.06666666667,NA
78568,"male","Asian",3096,2,3,0,0,0,1,4,5,1358,1338
78612,"male","white",5824,72,75,60,0,0,1,30,123,1669.94444444444,1484.28
78919,"male","white",4637,43,33,0,0,0,1,25,70,1081.44186046512,855.181818181818
78952,"female","Asian",1371,0,3,0,0,0,1,3,3,NA,1035.33333333333
79077,"female","Asian",5321,9,5,0,0,0,1,7,13,827.444444444444,573.6
79158,"female","white",4965,10,0,0,0,0,1,7,9,503.5,NA
79329,"male","white",3800,205,61,0,0,0,1,33,235,877.717073170732,878.672131147541
79486,"male","white",4978,56,50,22,22,0,1,41,94,2121.82142857143,1599.78
79538,"female","white",6105,72,75,35,0,0,1,30,89,1135.44444444444,1027.18666666667
79550,"male","white",2001,1,5,0,0,0,1,4,6,756,1063.2
79811,"female","white",641,0,1,0,0,0,1,1,1,NA,456
79820,"female","white",5534,21,4,0,0,0,1,11,23,875.761904761905,589.75
79847,"female","white",2997,5,12,0,0,0,1,10,16,996.2,936.833333333333
79863,"male","white",2472,3,4,0,0,0,1,5,7,1094,549
79938,"female","white",5712,20,64,0,0,0,1,40,72,1286.2,963.390625
79977,"male","Hispanic",3781,23,30,19,0,0,1,17,44,1589.30434782609,1193.8
79988,"male","white",511,0,1,0,0,0,1,1,1,NA,476
80031,"male","white",1222,4,1,0,0,0,1,3,5,1055,718
80063,"male","white",1822,6,28,5,0,0,1,13,31,1158,815.142857142857
80066,"female","white",3700,5,1,0,0,0,1,5,6,448.2,323
80132,"male","white",6118,119,48,0,0,0,1,63,157,879.336134453781,866.6875
80169,"male","white",6177,108,21,0,0,0.0666666666666667,1,29,107,966.361111111111,798.571428571429
80247,"unknown","Asian",850,0,4,0,0,0,1,4,4,NA,601.75
80253,"male","white",3832,59,13,0,0,0,1,14,67,1779.25423728814,1723.23076923077
80348,"female","white",3245,1,18,0,0,0,1,11,18,1758,982.277777777778
80510,"male","black",1272,0,3,0,0,0,1,3,3,NA,1131
80645,"male","Hispanic",1638,0,5,0,0,0,1,4,5,NA,1127.4
80741,"male","white",1169,1,0,0,0,0,1,1,1,1188,NA
80747,"male","white",5169,22,8,0,0,0,1,14,26,1518.45454545455,1147.75
80764,"female","white",5561,47,0,0,0,0,1,11,40,693.893617021277,NA
80850,"unknown","Asian",5160,3,0,0,0,0,1,1,2,829,NA
80879,"male","Asian",4152,2,2,0,0,0,1,4,4,927.5,668
80983,"female","white",6230,80,22,0,0,0,1,42,92,893.8625,877.227272727273
81089,"female","Hispanic",1106,0,3,0,0,0,1,3,3,NA,821.333333333333
81090,"male","white",6244,142,18,43,0,0,1,21,97,1055.78169014085,940.555555555556
81130,"unknown","white",5988,243,39,41,0,0,1,46,235,1567.43209876543,1508.94871794872
81198,"unknown","black",665,1,0,0,0,0,1,1,1,683,NA
81261,"male","white",2364,20,57,0,0,0,1,29,72,862.1,798.228070175439
81391,"male","white",6209,77,14,0,0,0,1,18,78,944.805194805195,804
81508,"female","white",5411,51,55,53,0,0,1,38,100,1675.74509803922,1353.54545454545
81537,"male","white",6226,173,39,0,0,0,1,30,182,699.468208092485,557.102564102564
81596,"male","white",1288,0,1,0,0,0,1,1,1,NA,1282
81607,"female","Asian",1232,2,0,0,0,0,1,2,2,1184.5,NA
81730,"male","white",3048,1,0,0,0,0,1,1,1,1558,NA
81781,"male","white",3837,16,27,19,0,0,1,16,33,1463.375,1284.74074074074
81844,"female","Asian",2800,20,23,0,0,0,1,16,33,1331.65,728.652173913043
81878,"male","Asian",3930,27,24,0,0,0,1,14,49,1444.2962962963,1487.66666666667
81911,"male","white",3381,9,22,0,0,0,1,10,30,1073.11111111111,904.5
81935,"male","white",4137,98,82,33,0,0,1,53,172,1114.64285714286,1041.06097560976
81986,"female","white",1509,0,11,0,0,0,1,6,10,NA,1105.90909090909
82081,"male","Asian",3369,35,83,71,0,0,1,33,93,1020.74285714286,861.734939759036
82083,"unknown","Asian",4820,21,23,0,0,0,1,16,41,1397.19047619048,1161.30434782609
82086,"female","Asian",3833,7,1,2,0,0,1,6,7,642.857142857143,211
82111,"female","white",1489,2,3,0,0,0,1,4,5,979,1090.66666666667
82126,"female","Hispanic",1519,9,14,0,0,0,1,7,17,1092.44444444444,1001.07142857143
82244,"female","Asian",4243,0,31,0,0,0,1,26,28,NA,1451.29032258065
82272,"male","white",2828,3,0,0,0,0,1,2,3,1178,NA
82315,"female","white",1149,2,1,0,0,0,1,2,3,740.5,896
82352,"unknown","Asian",6091,124,3,0,0,0,1,19,90,1048.95967741935,863
82373,"female","white",1459,0,2,0,0,0,1,1,2,NA,1339.5
82404,"female","Asian",4700,0,16,8,0,0,1,12,16,NA,1296.5625
82422,"male","white",6050,89,110,0,0,0,1,42,139,1816.38202247191,1490.53636363636
82629,"male","Asian",1132,0,3,0,0,0,1,1,3,NA,1005.66666666667
82732,"unknown","black",1477,2,0,0,0,0,1,1,2,1482.5,NA
82935,"male","white",6247,142,133,51,0,0.0357142857142857,1,56,138,758.183098591549,906.932330827068
83034,"male","Asian",4683,143,147,97,0,0,1,46,264,1619.32167832168,1522.42857142857
83091,"male","Asian",4316,52,13,0,0,0,1,16,57,985.942307692308,792.076923076923
83124,"male","white",800,1,0,0,0,0,1,1,1,820,NA
83164,"male","Asian",511,1,0,0,0,0,1,1,1,530,NA
83166,"male","white",6097,28,13,0,0,0,1,17,41,1055.25,749.615384615385
83230,"male","white",5974,20,22,0,0,0,1,16,40,1075,764.818181818182
83323,"female","white",4644,2,11,2,0,0,1,4,9,1561,1296.45454545455
83327,"male","white",3255,2,2,0,0,0,1,4,4,1257.5,969.5
83423,"male","white",5077,4,25,0,0,0,1,20,24,1632.5,1124.12
83527,"female","Asian",6233,69,70,0,0,0,1,41,109,1900.11594202899,1782.88571428571
83538,"male","white",1177,1,0,0,0,0,1,1,1,1197,NA
83638,"female","Asian",5414,2,11,0,0,0,1,10,11,2644.5,1309.90909090909
83647,"male","white",4217,7,7,0,0,0,1,5,11,1091.57142857143,864
83665,"male","white",3874,2,41,0,0,28.3461538461538,0,29,139,1807.5,839.487804878049
83690,"female","white",5134,5,1,0,0,0,1,4,6,548,423
83694,"male","Asian",1251,2,0,0,0,0,1,2,2,1170,NA
83840,"unknown","Asian",4656,16,53,0,0,0,1,44,59,1391.75,1052.52830188679
83850,"female","white",5435,3,42,11,0,0,1,17,21,935.333333333333,689.714285714286
84014,"male","white",1254,1,0,0,0,0,1,1,1,1273,NA
84046,"female","white",3482,59,18,34,0,0,1,36,66,1046.52542372881,969.611111111111
84152,"male","white",6254,125,31,17,0,0,1,36,138,878.088,707.290322580645
84163,"female","white",3636,1,1,0,0,0,1,2,2,683,307
84193,"male","white",6015,67,71,36,0,0,1,54,107,2034.07462686567,1670.9014084507
84421,"male","Asian",3017,5,3,0,0,0,1,5,8,1528.6,1257.33333333333
84470,"male","Asian",6171,119,169,0,0,0,1,105,196,1503.11764705882,1300.50887573964
84483,"male","white",5114,13,2,0,0,0,1,6,9,499.615384615385,367
84540,"female","white",4615,85,60,0,0,0,1,54,123,1841.94117647059,1588
84735,"male","white",6093,45,31,27,0,0,1,14,63,1693.82222222222,1300.29032258065
84766,"male","white",3052,14,13,10,0,0,1,7,22,1291.28571428571,1042.23076923077
84797,"male","white",1272,0,5,0,0,0,1,4,4,NA,804.6
84846,"male","white",5373,21,1,0,0,0,1,10,21,594.571428571429,418
84857,"male","Asian",4665,17,24,12,0,0,1,14,36,1848.41176470588,1516.33333333333
84860,"male","black",6197,254,89,128,71,0,1,47,263,1757.39763779528,1640.38202247191
84872,"female","white",2456,31,57,0,0,0,1,23,73,1201.09677419355,993.736842105263
84944,"male","white",4510,9,62,0,0,0,1,27,53,1537,1162.64516129032
85008,"male","white",5716,8,2,0,0,0,1,5,10,1026.375,834
85018,"male","white",1680,29,9,17,0,0,1,6,27,1109.62068965517,1002
85036,"male","white",1210,2,0,0,0,0,1,1,2,1224,NA
85127,"female","white",1603,0,1,0,0,0,1,1,1,NA,1425
85214,"male","Asian",4816,33,9,0,0,0,1,16,40,1250.93939393939,1107.66666666667
85215,"female","Asian",5646,77,0,0,0,0,1,22,43,718,NA
85223,"male","white",5915,55,12,15,0,0,1,12,63,1569.54545454545,1247.66666666667
85323,"male","white",1506,0,1,0,0,0,1,1,1,NA,1343
85410,"male","white",5572,31,1,0,0,0,1,8,27,832.612903225806,569
85525,"male","white",3201,41,44,0,0,0,1,25,74,1340.29268292683,1152.97727272727
85687,"male","Asian",6246,428,150,0,0,0,1,66,208,1152.34345794393,973.46
85751,"male","white",1313,0,2,0,0,0,1,2,2,NA,1077.5
85845,"female","white",1624,8,12,6,0,0,1,5,18,1267.75,1081.91666666667
85871,"unknown","white",1277,1,0,0,0,0,1,1,1,655,NA
85899,"male","white",4091,2,1,0,0,0,1,1,2,1056,792
85904,"male","white",967,0,2,0,0,0,1,2,2,NA,795
85990,"male","Asian",2943,6,13,0,0,0,1,3,16,1210.16666666667,930.923076923077
85995,"unknown","Asian",2312,21,26,0,0,0,1,12,44,1273.57142857143,1010.61538461538
86177,"male","white",1292,0,2,0,0,0,1,1,1,NA,1184
86182,"male","white",881,2,1,0,0,0,1,2,2,853,331
86339,"unknown","white",1008,0,1,0,0,0,1,1,1,NA,893
86344,"male","white",855,1,0,0,0,0,1,1,1,875,NA
86359,"female","white",671,0,1,0,0,0,1,1,1,NA,481
86424,"male","white",6124,158,34,0,0,0,1,31,159,785.96835443038,608.294117647059
86448,"male","white",4826,3,8,0,0,0,1,6,10,1538.66666666667,1446.375
86454,"unknown","Asian",5954,137,28,61,0,0,1,24,107,790.299270072993,653.607142857143
86519,"male","white",3835,1,0,0,0,0,1,1,1,882,NA
86589,"female","white",6293,206,128,16,0,0,1,33,290,1039.40291262136,955.3671875
86693,"male","white",5699,59,159,0,0,0,1,58,107,1454.40677966102,1148.49056603774
86709,"unknown","black",810,1,0,0,0,0,1,1,1,831,NA
86757,"female","white",5233,56,24,0,0,0,1,50,77,951.714285714286,752.291666666667
86761,"male","white",3456,3,1,0,0,0,1,3,3,479.666666666667,196
86821,"male","white",4519,13,2,0,0,0,1,7,13,1125.53846153846,993.5
86881,"male","white",5079,6,1,0,0,0,1,4,7,704.833333333333,458
86924,"male","Asian",4197,11,0,0,0,0,1,4,7,1145.81818181818,NA
86972,"female","white",5207,95,276,40,0,0.0487804878048781,1,57,249,1059.86315789474,898.70652173913
87029,"male","white",1536,0,2,0,0,0,1,2,2,NA,1289.5
87040,"male","white",1753,4,6,0,0,0,1,7,10,880.75,1033.5
87047,"male","white",5666,60,13,22,0,0,1,20,43,717.783333333333,475
87117,"female","white",3304,19,53,0,0,0,1,18,67,1288.73684210526,1128.11320754717
87207,"female","white",3699,2,48,16,0,0,1,18,39,1276.5,1030.72916666667
87211,"male","white",1171,0,1,0,0,0,1,1,1,NA,1171
87226,"female","white",267,1,0,0,0,0,1,1,1,287,NA
87267,"male","Asian",5370,7,34,0,0,0,1,10,38,1831.71428571429,1439.73529411765
87309,"male","Asian",847,0,1,0,0,0,1,1,1,NA,544
87486,"female","white",2238,0,14,3,0,0.111111111111111,1,11,15,NA,759.214285714286
87678,"unknown","white",6093,47,1,0,0,0,1,21,45,752.276595744681,761
87681,"female","white",1897,0,4,0,0,0,1,3,3,NA,1035.75
87767,"male","white",1129,4,1,0,0,0,1,3,5,1014.75,929
87808,"male","Asian",4862,12,10,0,0,0,1,14,18,914.25,1001.2
87890,"male","Asian",6242,28,25,13,0,2.58823529411765,0,40,120,859.857142857143,1231.16
87976,"male","white",1543,0,1,0,0,0,1,1,1,NA,1522
87994,"female","white",6253,167,38,33,0,0,1,28,181,1632.56886227545,1330.92105263158
88033,"male","white",2647,3,1,0,0,0,1,2,4,1008,749
88189,"male","white",6269,394,174,0,0,0,1,53,445,882.812182741117,780.867816091954
88207,"male","white",1519,0,3,0,0,0,1,3,3,NA,1256.33333333333
88233,"male","white",5085,26,2,0,0,0,1,21,26,868.846153846154,746.5
88279,"male","white",896,1,1,0,0,0,1,1,2,847,845
88292,"male","white",3411,9,4,0,0,0,1,7,13,1319.77777777778,1344.5
88427,"female","Asian",4246,40,39,6,0,0,1,15,58,1692.425,1293.25641025641
88432,"male","white",5701,14,0,0,0,0,1,5,8,708.857142857143,NA
88604,"male","white",1696,4,0,0,0,0,1,4,4,932.5,NA
88605,"male","white",2904,8,9,0,0,0,1,13,17,1095,916.555555555556
88786,"male","white",339,0,1,0,0,0,1,1,1,NA,328
88907,"male","white",4190,3,5,0,0,0,1,3,8,1161,933.2
88927,"male","Asian",5065,7,0,0,0,0,1,6,7,568.285714285714,NA
88929,"male","white",3605,20,75,0,0,0,1,47,91,1338.9,1084.14666666667
88946,"unknown","white",1596,0,9,0,0,0,1,3,9,NA,1299.22222222222
89072,"male","white",1477,0,3,0,0,0,1,2,3,NA,1327.33333333333
89097,"female","white",1230,2,3,0,0,0,1,2,5,1206,859
89107,"male","white",6296,627,163,0,0,0,1,48,627,808.360446570973,773.276073619632
89217,"female","Asian",5278,80,77,26,26,0,1,41,134,1912.05,1561.23376623377
89256,"female","Asian",826,1,1,0,0,0,1,1,2,846,642
89312,"male","Asian",4195,28,78,42,0,0,1,28,91,1673.89285714286,1208.32051282051
89313,"unknown","white",5126,8,1,0,0,0,1,4,9,572.5,400
89314,"male","white",5477,27,33,0,0,0,1,26,59,1178.40740740741,1287.36363636364
89411,"unknown","Asian",1115,1,6,3,0,0,1,1,7,1086,944.166666666667
89422,"unknown","black",1764,3,8,0,0,0,1,5,11,1685,1318.75
89439,"male","white",1078,2,0,0,0,0,1,1,2,1025,NA
89555,"male","white",6288,72,176,0,0,0,1,86,136,1457.27777777778,1213.44318181818
89616,"male","Asian",4860,15,8,11,0,0,1,8,20,1214.86666666667,1004
89744,"male","white",3308,1,0,0,0,0,1,1,1,358,NA
89769,"male","Hispanic",1258,0,1,0,0,0,1,1,1,NA,1151
89783,"male","white",4886,36,96,0,0,0,1,27,120,1618.63888888889,1288.35416666667
89803,"male","Asian",6290,135,50,61,0,0,1,48,131,1079.11111111111,1430.1
89804,"male","white",831,2,0,0,0,0,1,1,2,785,NA
89807,"female","white",4044,20,130,72,0,0,1,29,136,1776.6,1345.46923076923
90008,"male","white",4399,26,0,0,0,0,1,5,23,1312.84615384615,NA
90033,"male","white",6196,39,4,0,0,0,1,21,41,1200.15384615385,765.25
90037,"unknown","white",4559,28,63,0,0,0,1,27,86,2037.96428571429,1401.66666666667
90120,"male","white",5867,177,69,25,0,0,1,45,203,1162.40677966102,993.478260869565
90132,"female","white",999,0,1,0,0,0,1,1,1,NA,3322
90244,"male","Asian",1066,0,2,0,0,0,1,2,2,NA,889
90265,"male","Asian",1728,1,0,0,0,0,1,1,1,236,NA
90321,"male","white",1325,3,0,0,0,0,1,2,3,1086,NA
90331,"male","Asian",6216,158,250,0,0,0.0208333333333333,1,119,301,1603.06329113924,1354.28
90353,"male","Asian",1150,0,1,0,0,0,1,1,1,NA,1051
90502,"male","black",1419,0,2,0,0,0,1,2,2,NA,1275
90546,"female","white",5559,55,8,38,0,0,1,16,30,692.490909090909,448.75
90591,"unknown","white",5448,25,0,0,0,0,1,10,13,596,NA
90633,"male","Asian",5516,78,49,0,0,0,1,28,103,1609.32051282051,1720.87755102041
90747,"male","white",5866,11,48,0,0,0,1,29,50,1585.63636363636,1116.72916666667
90748,"unknown","Asian",6029,287,113,0,0,0,1,49,317,1227.29268292683,1140.2389380531
90773,"male","Asian",2432,0,13,0,0,0,1,10,13,NA,1259
90998,"male","white",4923,71,48,0,0,0,1,50,112,1654.88732394366,1368.83333333333
90999,"unknown","Asian",1680,1,0,0,0,0,1,1,1,1699,NA
91015,"female","Asian",4897,182,322,176,0,0,1,122,397,1443.68681318681,1253.81677018634
91022,"male","Asian",6175,92,101,90,0,0.0384615384615385,1,37,145,1073.22826086957,909.881188118812
91027,"unknown","Asian",6195,213,26,2,0,0,1,48,170,784.056338028169,498.576923076923
91102,"male","white",4322,7,2,0,0,0,1,4,8,1085.85714285714,890.5
91109,"female","white",5763,19,1,0,0,0,1,9,18,857.578947368421,360
91190,"male","white",774,0,2,0,0,0,1,2,2,NA,649
91201,"male","white",633,0,1,0,0,0,1,1,1,NA,580
91211,"female","white",2088,0,3,0,0,0,1,3,3,NA,1297.33333333333
91228,"male","white",5482,97,6,0,0,0,1,42,91,406.927835051546,318.333333333333
91264,"male","white",6265,209,35,0,0,0.0625,1,64,156,836.019138755981,638.857142857143
91337,"male","Asian",5482,32,2,2,0,0,1,13,21,626.9375,741
91338,"male","white",1285,0,2,0,0,0,1,2,2,NA,991.5
91373,"male","white",4369,9,1,0,0,0,1,5,10,1019.77777777778,1145
91391,"male","white",3668,3,0,0,0,0,1,2,3,441.666666666667,NA
91424,"female","white",6184,209,128,63,0,0.0285714285714286,1,112,277,1333.66028708134,1159.9609375
91444,"female","Asian",5588,3,41,0,0,0,1,29,40,1617.33333333333,2089.60975609756
91489,"male","Asian",4056,40,48,27,0,0.0476190476190476,1,37,80,1216.05,1054.27083333333
91499,"male","white",4441,2,46,8,0,0.363636363636364,0,25,50,1137,1375.76086956522
91505,"female","white",3994,9,1,1,0,0,1,7,10,829.222222222222,491
91513,"male","Hispanic",5446,11,1,7,0,0,1,6,12,684.909090909091,644
91522,"male","white",3340,18,12,8,0,0,1,10,30,1320.27777777778,1095.41666666667
91747,"male","white",6282,75,67,17,0,0,1,53,113,1243.14666666667,857.432835820896
91758,"male","white",6069,88,35,0,0,0,1,25,91,1779.98863636364,1400.48571428571
91778,"male","Asian",1285,0,2,0,0,0,1,2,2,NA,1029.5
91791,"male","Asian",1402,10,5,0,0,0,1,7,15,980.7,987.6
91800,"male","black",2971,1,5,0,0,0,1,4,6,1333,1063.2
91816,"male","white",4228,1,0,0,0,0,1,1,1,1278,NA
91956,"male","black",5630,122,218,149,0,0,1,73,303,1551.75409836066,1097.95412844037
92028,"male","white",665,1,0,0,0,0,1,1,1,685,NA
92032,"female","Asian",6220,104,88,27,0,0,1,49,176,2238.55769230769,1604.01136363636
92060,"unknown","Asian",6115,34,17,13,0,0,1,22,43,891.529411764706,1232.41176470588
92078,"male","Asian",4832,1,7,0,0,1,0,9,17,1957,1416.14285714286
92082,"unknown","Asian",1046,0,3,0,0,0,1,1,2,NA,871.333333333333
92188,"male","white",6261,107,88,68,0,0,1,67,160,1521.04672897196,1572.17045454545
92194,"male","Asian",1702,1,0,0,0,0,1,1,1,1722,NA
92225,"male","white",1546,1,1,1,0,0,1,2,2,1565,652
92231,"male","Asian",1398,0,1,0,0,0,1,1,1,NA,1240
92382,"male","Asian",5397,43,2,19,0,0,1,8,22,564.255813953488,474.5
92398,"male","white",5243,17,2,0,0,0,1,6,17,564.764705882353,405
92406,"male","white",5071,10,10,0,0,0,1,12,19,1828,1277.3
92413,"female","white",636,1,0,0,0,1,1,1,1,655,NA
92447,"male","white",6085,237,39,4,0,0.153846153846154,1,65,237,651.62447257384,492.589743589744
92462,"female","white",6149,112,276,86,0,0,1,67,318,1091.48214285714,1157.07246376812
92463,"male","white",6115,39,8,0,0,0,1,7,41,1270.82051282051,1098
92540,"male","white",4210,1,0,0,0,0,1,1,1,1257,NA
92566,"female","white",1375,1,3,0,0,0,1,4,4,858,592.666666666667
92610,"male","white",2943,2,3,0,0,0,1,3,4,1397.5,991
92621,"male","white",1541,0,1,0,0,0,1,1,1,NA,1399
92630,"female","white",1548,0,4,0,0,0,1,4,4,NA,1290.75
92688,"male","white",5740,120,29,0,0,0,1,45,144,939.341666666667,763.689655172414
92821,"male","white",3830,40,35,0,0,0,1,24,68,1933.15,1472.97142857143
92826,"male","Asian",1637,1,2,0,0,0,1,3,3,439,1066
92827,"male","white",5706,181,95,66,51,0,1,53,237,1617.52486187845,1601.18947368421
92828,"female","Asian",1827,2,4,0,0,0,1,6,6,1287.5,1031.5
92830,"male","white",6234,50,21,2,0,0,1,22,61,995.84,918.095238095238
92857,"female","white",1673,0,20,0,0,0,1,12,19,NA,1153.45
92891,"male","white",2061,4,0,0,0,0,1,3,3,591.75,NA
92893,"male","Asian",6064,20,8,0,0,0,1,10,25,1565.75,1315.125
92904,"unknown","Asian",3134,10,15,1,1,0,1,12,25,1203.5,1022.6
92921,"female","Asian",5897,63,7,34,4,0,1,23,60,830.031746031746,674.571428571429
92980,"unknown","Asian",1636,3,1,0,0,0,1,1,4,1601.33333333333,1434
92986,"unknown","Asian",2142,2,1,0,0,0,1,3,3,1887,1532
92991,"male","white",3678,3,0,0,0,0,1,2,3,678.666666666667,NA
92994,"male","white",2165,5,11,0,0,0,1,5,16,1580.6,1378.72727272727
93010,"male","white",1335,0,4,0,0,0,1,3,4,NA,1187.5
93011,"male","white",1467,2,1,0,0,0,1,2,2,1422.5,1217
93032,"male","white",3782,32,23,12,0,0,1,17,51,1355.125,1127.78260869565
93059,"male","Asian",3245,3,0,0,0,0,1,3,3,1505,NA
93077,"unknown","black",4399,239,62,59,0,0,1,37,255,1262.45188284519,1347.12903225806
93078,"male","white",5447,30,24,0,0,0,1,26,42,974.233333333333,1156.29166666667
93123,"male","white",5513,49,47,6,0,0,1,25,76,1546.57142857143,1521.91489361702
93137,"male","Asian",986,1,1,0,0,0,1,2,2,970,698
93178,"female","white",6276,458,78,0,0,0.037037037037037,1,97,472,686.205240174672,632.525641025641
93179,"female","black",1925,2,6,0,0,0,1,5,8,1471.5,1300.66666666667
93217,"male","Asian",591,0,1,0,0,0,1,1,1,NA,584
93224,"male","white",1505,0,2,0,0,0,1,1,2,NA,1407.5
93247,"male","white",3073,5,20,9,0,0,1,12,21,1443.8,1075.8
93283,"male","white",6245,49,61,0,0,0,1,21,97,875.530612244898,634.950819672131
93305,"female","Asian",3182,36,25,0,0,0,1,17,51,1336.25,1050.28
93351,"male","Asian",3118,21,29,2,0,0,1,10,39,1412.90476190476,1017.89655172414
93380,"male","white",4165,3,5,3,3,0.333333333333333,1,9,11,971,1189.6
93397,"male","black",4711,8,3,0,0,0,1,4,11,1693.25,1161
93403,"male","white",2031,0,23,0,0,0,1,17,22,NA,733.608695652174
93426,"unknown","Asian",1549,2,2,0,0,0,1,1,4,1534,1393
93486,"male","white",1065,1,9,0,0,0,1,7,8,1020,678.222222222222
93539,"unknown","white",1313,0,3,0,0,0,1,2,3,NA,1116.66666666667
93567,"female","Asian",5233,146,71,86,0,0.914285714285714,0,46,211,1489.52739726027,1536.7323943662
93662,"female","Asian",6147,57,2,19,0,0,1,23,42,1133.73684210526,894.5
93666,"unknown","black",1582,1,6,0,0,0,1,4,7,1572,1319
93683,"male","white",4826,165,80,62,0,0,1,123,218,1141.75151515152,1044.1625
93685,"male","white",4902,3,0,0,0,0,1,1,3,628,NA
93691,"female","white",5933,47,17,4,0,0,1,12,55,1316.3829787234,1027.47058823529
93704,"female","white",5455,58,11,34,0,0,1,28,68,910.655172413793,743.727272727273
93744,"male","white",3226,3,4,0,0,0,1,6,7,1737.33333333333,1074
93764,"male","white",4862,13,56,17,0,0,1,24,66,2001.84615384615,1323.53571428571
93832,"male","white",4616,14,12,0,0,0,1,7,24,1444.78571428571,1179.66666666667
93865,"male","Asian",4951,8,36,18,0,0,1,13,38,1450.75,1140.80555555556
93868,"male","white",3277,1,3,0,0,0,1,3,3,1791,882
93889,"male","white",3974,26,20,0,0,0,1,15,42,1539.15384615385,1351.1
