"examiner_id","gender","race","tenure_days","ISSUED_applications","abandoned_applications","au_moves","tc_moves","PEN_applications","separation_indicator","num_classes","num_subclasses","avg_ISS_processing","avg_ABN_processing"
68305,"unknown","white",5751,8,0,0,0,0,1,6,8,522.75,NA
68346,"male","white",6013,248,23,0,0,0,1,69,242,447.354838709677,399.739130434783
68386,"male","white",5271,26,5,0,0,0,1,11,30,815.5,468.4
68416,"male","Hispanic",1302,2,4,0,0,0,1,5,6,901,827.75
68425,"male","white",5321,7,32,0,0,0,1,18,39,1913.57142857143,2139.8125
68430,"female","white",5035,23,19,0,0,0,1,13,33,1242.73913043478,1099.31578947368
68460,"male","white",6259,225,105,115,67,0,1,61,283,1605.34222222222,1677.13333333333
68464,"male","white",216,0,1,0,0,0,1,1,1,NA,192
68490,"female","white",444,2,0,0,0,0,1,1,2,440,NA
68505,"female","white",4033,2,4,0,0,0,1,3,6,1013.5,823
68529,"unknown","Asian",1029,0,1,0,0,0,1,1,1,NA,875
68553,"male","white",1200,0,3,0,0,0,1,3,3,NA,828
68611,"female","black",5238,0,30,10,0,0.0909090909090909,1,25,32,NA,1160.63333333333
68671,"female","white",1541,0,30,0,0,0,1,9,20,NA,935.266666666667
68719,"male","white",4783,164,225,81,0,0,1,49,347,1862.87804878049,1578.36444444444
68721,"male","white",3876,18,25,0,0,0,1,21,32,1089.72222222222,1248.44
68734,"female","black",1666,0,7,0,0,0,1,6,7,NA,839.142857142857
68736,"male","Asian",1822,1,2,0,0,0,1,3,3,993,1156.5
68755,"male","Asian",672,0,0,0,0,6,1,2,12,NA,NA
68771,"female","white",1713,2,1,0,0,0,1,3,3,1668,1195
68788,"male","Asian",4691,178,125,74,0,0,1,56,282,1286.49438202247,1136.992
68792,"female","white",1605,2,7,0,0,0,1,7,9,1478,1378
68810,"male","white",5992,52,12,0,0,0,1,10,51,1372.01923076923,1091.33333333333
68812,"female","white",5916,12,23,0,0,0,1,18,28,1325.33333333333,826.130434782609
68815,"female","black",784,2,2,3,0,0,1,3,3,720,430.5
68905,"female","white",5677,173,453,142,0,0.0185185185185185,1,132,424,1646.12716763006,1441.33774834437
68907,"female","white",160,0,0,0,0,1,1,1,1,NA,NA
68911,"male","white",5978,123,61,17,15,0,1,41,150,1595.0162601626,1489.90163934426
68919,"unknown","Asian",1530,0,5,0,0,0,1,5,5,NA,982.8
68933,"male","white",6155,12,3,0,0,0,1,9,15,1870.08333333333,1387.66666666667
68972,"female","white",4354,1,0,0,0,0,1,1,1,1404,NA
68975,"unknown","white",3701,4,90,27,0,0,1,26,78,1666.25,1222.13333333333
68981,"male","white",429,1,0,0,0,0,1,1,1,448,NA
69002,"male","Asian",27,0,0,0,0,1,1,1,1,NA,NA
69009,"male","white",6253,87,74,0,0,0.0714285714285714,1,33,108,1287.75862068966,918.905405405405
69018,"female","white",6218,57,34,27,0,0,1,43,75,1335.01754385965,932.794117647059
69027,"male","Asian",1055,1,0,0,0,0,1,1,1,1075,NA
69039,"female","Asian",1758,4,2,0,0,0,1,3,6,1428.75,1299
69055,"male","white",5049,126,26,3,0,0,1,40,133,998.174603174603,958.423076923077
69057,"male","white",1209,0,5,2,0,0,1,4,4,NA,738.6
69080,"male","Asian",1720,0,3,0,0,0,1,3,3,NA,1381.33333333333
69109,"male","white",6149,26,11,0,0,0,1,7,30,1673.76923076923,1203.90909090909
69124,"male","Asian",5344,4,15,4,3,0,1,18,19,669,1076.8
69141,"male","Asian",4796,89,78,31,2,0.0303030303030303,1,65,156,1798.19101123596,1737.07692307692
69194,"male","white",1919,2,0,0,0,0,1,2,2,1847.5,NA
69201,"male","white",5684,63,2,18,0,0,1,6,44,883.174603174603,679.5
69221,"male","white",5260,53,18,20,0,0,1,14,49,1259.58490566038,1097.77777777778
69228,"female","Asian",5280,89,162,117,0,0.0285714285714286,1,103,189,1679.6404494382,1316.26543209877
69249,"male","white",4930,18,25,0,0,0,1,10,41,1402.05555555556,1231.4
69252,"male","white",4215,34,26,0,0,0,1,17,56,1523.38235294118,1382.19230769231
69280,"male","white",4663,76,48,0,0,0,1,26,111,1803.07894736842,1691.6875
69289,"male","white",596,2,0,0,0,0,1,2,2,419,NA
69293,"male","white",5679,133,55,39,0,0,1,45,163,1721.24060150376,1495.85454545455
69308,"female","white",4726,41,22,0,0,0,1,17,55,973.536585365854,859.545454545455
69313,"male","white",3495,1,0,0,0,0,1,1,1,545,NA
69379,"male","white",6002,77,15,0,0,0,1,26,79,1245.72727272727,1047.93333333333
69401,"male","white",899,1,0,0,0,0,1,1,1,918,NA
69402,"male","white",339,1,0,0,0,0,1,1,1,358,NA
69435,"male","white",3409,3,0,0,0,0,1,3,3,646.333333333333,NA
69482,"male","white",2065,0,3,2,0,0,1,3,3,NA,1265.66666666667
69498,"female","Asian",964,2,0,0,0,0,1,1,2,904.5,NA
69502,"male","white",5658,44,33,0,0,0,1,16,63,1656.25,1303.90909090909
69524,"male","white",6084,25,6,15,0,0,1,7,26,1517.52,1394.83333333333
69581,"female","white",1849,0,4,0,0,0,1,3,4,NA,1361.25
69583,"male","white",5258,14,4,4,0,0.0769230769230769,1,18,19,1342.57142857143,2145.25
69588,"male","Asian",2939,1,2,0,0,0,1,2,3,1254,1283
69632,"female","white",2373,6,7,0,0,0,1,8,13,1074.33333333333,1326.14285714286
69641,"male","white",4491,5,0,0,0,0,1,3,5,1377.4,NA
69649,"male","white",5050,5,1,0,0,0,1,4,6,510,342
69669,"male","white",2234,24,14,11,0,0,1,14,37,1103.70833333333,763.357142857143
69680,"male","Asian",4617,8,9,0,0,0,1,9,17,1090.5,1056.55555555556
69685,"female","white",5677,53,48,0,0,0,1,39,84,1364.01886792453,1094.3125
69759,"male","white",1108,3,0,1,0,0,1,2,3,940,NA
69760,"male","Asian",518,2,0,0,0,0,1,1,2,500.5,NA
69778,"unknown","Asian",1498,0,9,0,0,0,1,3,8,NA,1023.33333333333
69804,"female","white",5779,17,2,0,0,0,1,4,16,921.529411764706,686.5
69811,"female","white",5169,1,0,0,0,0,1,1,1,2219,NA
69820,"male","white",1623,1,5,0,0,0,1,4,6,1607,1348.8
69852,"female","white",3501,9,54,0,0,0,1,23,44,1695.55555555556,1159.31481481481
69855,"unknown","other",5141,35,51,43,18,0,1,27,77,2206.2,1610.33333333333
69867,"male","white",4592,12,14,13,0,0,1,12,23,1373.66666666667,1113.64285714286
69896,"male","white",4677,366,406,66,0,0,1,105,631,1222.24863387978,1150.14039408867
69911,"female","white",1247,1,0,0,0,0,1,1,1,1267,NA
69947,"male","white",2637,22,14,17,0,0,1,10,34,1139.81818181818,913.428571428571
69954,"female","white",1913,5,0,0,0,0,1,2,4,361.2,NA
69968,"female","Asian",1864,19,40,0,0,0,1,25,57,933.631578947368,797.625
69997,"male","white",5817,71,80,0,0,0,1,33,119,1876.23943661972,1504.85
70017,"female","Asian",6283,347,91,0,0,0.111111111111111,1,54,358,716.178674351585,508.098901098901
70025,"female","white",2505,16,1,0,0,0,1,2,7,740.75,418
70029,"male","white",5083,2,0,0,0,0,1,1,2,733,NA
70037,"female","white",5548,35,43,3,3,0,1,41,69,1162.45714285714,885.674418604651
70055,"female","white",1463,1,0,0,0,0,1,1,1,1484,NA
70088,"female","white",1406,5,6,0,0,0,1,7,10,1229,1078.83333333333
70098,"male","white",539,1,0,0,0,0,1,1,1,560,NA
70133,"male","black",1463,0,7,0,0,0,1,5,7,NA,944.857142857143
70145,"male","white",1790,3,9,0,0,0,1,5,12,1537.66666666667,1136.11111111111
70147,"unknown","Asian",5551,111,191,0,0,0.384615384615385,1,77,159,1395.86486486486,1166.59685863874
70157,"male","Asian",1209,0,2,0,0,0,1,2,2,NA,777.5
70182,"unknown","Asian",2092,0,1,0,0,0,1,1,1,NA,2092
70191,"male","white",4015,1,13,0,0,0,1,12,14,3078,927.692307692308
70193,"male","white",4944,12,24,0,0,0,1,10,33,1615.08333333333,1349.95833333333
70208,"unknown","white",4147,1,2,0,0,0,1,3,3,1197,725.5
70211,"male","black",1466,0,2,0,0,0,1,2,2,NA,797.5
70213,"male","white",5509,28,2,0,0,0,1,5,28,625.142857142857,589
70232,"male","Asian",1918,40,10,0,0,0,1,12,40,1092.375,949.5
70239,"male","white",5334,5,1,0,0,0,1,4,6,922.8,456
70243,"female","white",1114,1,3,0,0,0,1,3,4,1134,787.666666666667
70250,"male","white",5789,6,0,0,0,0,1,3,6,1203.5,NA
70251,"male","white",2289,1,10,0,0,0.111111111111111,1,10,12,222,813.4
70291,"male","white",3819,4,0,0,0,0,1,4,4,649,NA
70315,"unknown","Asian",6288,395,68,0,0,0.0526315789473684,1,49,274,752.116455696202,530.338235294118
70319,"female","black",5953,33,6,2,0,0,1,12,33,889.878787878788,767
70337,"male","white",965,1,0,0,0,0,1,1,1,984,NA
70340,"female","white",6167,140,23,0,0,0,1,30,117,856.592857142857,521.913043478261
70381,"male","Asian",496,1,0,0,0,0,1,1,1,515,NA
70413,"male","white",6289,375,120,42,0,0,1,44,301,752.290666666667,849.341666666667
70468,"female","white",4665,6,13,0,0,0,1,6,17,1374.16666666667,1303.07692307692
70485,"male","white",4046,46,24,30,0,0,1,13,56,1472.63043478261,992.416666666667
70518,"male","white",4284,3,8,0,0,0,1,4,11,913.666666666667,866.25
70542,"male","white",1910,5,42,0,0,0.0769230769230769,1,13,39,1073,994.595238095238
70555,"male","white",873,1,0,0,0,0,1,1,1,893,NA
70562,"male","white",1029,1,0,0,0,0,1,1,1,1049,NA
70571,"female","Asian",5641,53,109,10,0,2,0,55,186,1589,1474.05504587156
70572,"male","Asian",4028,1,15,0,0,0,1,10,13,803,1498.4
70578,"male","black",4887,5,36,0,0,0,1,22,40,1351,1055.08333333333
70587,"male","white",6295,98,14,35,0,0,1,37,78,1502.33673469388,1177.85714285714
70615,"female","Asian",3560,12,11,0,0,0,1,7,20,1785.16666666667,1103.45454545455
70617,"male","white",3626,14,7,0,0,0,1,5,21,1693.71428571429,1438
70633,"male","white",3433,14,24,0,0,0,1,9,36,1569.21428571429,1344.70833333333
70711,"male","white",4547,3,1,0,0,0,1,4,4,1318.33333333333,970
70740,"male","white",1282,0,22,0,0,0.111111111111111,1,9,19,NA,700.909090909091
70751,"female","white",5111,21,0,0,0,0,1,5,17,579.333333333333,NA
70786,"female","Hispanic",1282,0,3,0,0,0,1,3,3,NA,758
70788,"male","white",3531,1,5,0,0,0,1,5,6,1216,1610
70793,"male","white",1406,1,13,0,0,0,1,9,12,1350,880.769230769231
70812,"male","Asian",1961,10,13,0,0,0,1,9,22,1389.9,802.769230769231
70824,"unknown","Asian",6265,192,332,66,0,0.2,0,156,257,1707.328125,1166.22891566265
70866,"female","white",3271,16,10,0,0,0,1,11,25,1152.75,1183.3
70879,"female","white",5546,44,3,0,0,0,1,10,44,530.863636363636,530.666666666667
70887,"female","white",6294,609,372,309,0,0,1,64,663,1169.63875205255,1217.04838709677
70906,"male","Asian",4245,5,1,0,0,0,1,2,6,1239,1189
70935,"female","white",3381,34,32,7,0,0,1,17,56,1744.97058823529,1496.34375
70955,"male","white",1500,0,7,0,0,0,1,4,7,NA,1082.57142857143
70991,"male","Asian",1261,1,0,0,0,0,1,1,1,1281,NA
71059,"male","white",4694,5,36,0,0,0,1,23,36,1201.4,741.5
71087,"male","Asian",6275,82,55,12,0,0.125,1,46,73,1179.84146341463,884.018181818182
71113,"male","white",1301,1,1,0,0,0,1,2,2,1320,399
71160,"male","white",5448,34,10,0,0,0,1,9,25,697.617647058824,475.7
71243,"male","Asian",5763,55,27,0,0,0,1,31,69,1427.8,1225.11111111111
71268,"male","white",6226,182,50,42,1,0,1,57,186,1356.68681318681,1265.12
71270,"female","Asian",289,0,1,0,0,0,1,1,1,NA,285
71280,"male","Asian",1006,1,2,0,0,0,1,2,3,1023,817.5
71330,"female","white",5398,5,3,3,0,0,1,6,8,717,539.666666666667
71379,"male","white",4285,6,3,0,0,0,1,5,9,1263.33333333333,949.333333333333
71381,"male","white",5671,97,109,52,0,0,1,40,157,1773.24742268041,1582.26605504587
71389,"male","white",3236,6,24,0,0,0,1,11,20,1157.33333333333,667.541666666667
71431,"male","Hispanic",2066,4,19,4,0,0,1,9,19,1522,1020
71447,"male","white",1163,1,1,0,0,0,1,2,2,1183,830
71456,"female","white",2435,0,18,7,0,0,1,14,16,NA,962.944444444444
71473,"female","white",5582,19,4,0,0,0,1,9,17,844.789473684211,444.75
71480,"male","Asian",2058,18,22,9,0,0,1,13,35,1101.33333333333,908.590909090909
71494,"male","white",3017,3,53,17,0,0,1,15,53,1479.33333333333,1020.24528301887
71554,"male","white",1924,2,7,0,0,0,1,8,9,1009.5,929.428571428571
71558,"female","Asian",3133,1,4,0,0,0,1,3,5,1559,1291.25
71595,"male","Hispanic",6286,209,23,39,0,0,1,38,206,834.784688995215,653.217391304348
71596,"male","white",472,1,0,0,0,0,1,1,1,490,NA
71613,"male","white",5273,4,2,0,0,0,1,6,6,405.5,420
71628,"male","white",1337,7,1,2,0,0,1,2,8,1012.71428571429,798
71632,"female","Asian",6252,270,89,66,0,0,1,63,286,1211.42592592593,1099.79775280899
71633,"female","white",4355,2,10,0,0,0,1,9,12,985,960.1
71638,"female","white",6255,149,50,0,0,0.0476190476190476,1,69,161,1121.26174496644,904.88
71738,"male","white",1567,3,2,0,0,0,1,3,5,1541.33333333333,1273.5
71761,"unknown","Asian",1413,1,0,0,0,0,1,1,1,1433,NA
71777,"female","white",6224,183,33,0,0,0,1,59,195,806.508196721311,628.848484848485
71784,"female","white",962,0,1,0,0,0,1,1,1,NA,849
71796,"male","white",5547,13,11,0,0,0,1,14,23,1638.92307692308,1028.09090909091
71828,"unknown","white",6262,313,107,70,0,0,1,47,305,795.840255591054,607.336448598131
71838,"male","Asian",1245,0,2,0,0,0,1,2,2,NA,933
71878,"male","white",3119,7,6,0,0,0,1,10,13,1006.28571428571,855.666666666667
71931,"unknown","white",6064,62,169,2,0,0,1,99,181,1640.6935483871,1036.21301775148
71950,"female","Asian",3188,3,18,0,0,0,1,9,20,1572,1199.44444444444
71953,"male","white",6082,259,166,0,0,0,1,65,372,1482.50965250965,1560.1686746988
71967,"unknown","Asian",5253,84,43,0,0,0,1,76,115,826.345238095238,882.093023255814
71977,"male","white",6241,91,35,10,0,0,1,23,82,798.10989010989,579.371428571429
71993,"male","white",959,0,3,0,0,0,1,1,3,NA,852
72010,"male","white",1734,1,11,0,0,0,1,10,10,589,836.181818181818
72032,"male","white",1535,0,2,0,0,0,1,1,2,NA,1374.5
72055,"male","white",1084,2,1,0,0,0,1,1,3,1052,792
72147,"male","Asian",498,2,0,0,0,0,1,2,2,504,NA
72148,"male","white",1500,3,14,0,0,0,1,6,6,1359.33333333333,1059.85714285714
72190,"male","white",1281,1,3,0,0,0,1,4,4,909,716.333333333333
72235,"female","Asian",5628,23,27,0,0,0,1,20,43,1942.08695652174,1549
72245,"male","white",1470,1,8,0,0,0,1,6,9,1009,685.75
72348,"male","white",3496,4,1,0,0,0,1,5,5,1608.25,1421
72428,"male","Asian",1406,0,8,0,0,0,1,3,8,NA,1049.375
72473,"female","white",3472,1,0,0,0,0,1,1,1,519,NA
72495,"male","white",3459,1,0,0,0,0,1,1,1,1972,NA
72514,"male","Asian",4768,40,64,35,0,0,1,35,89,1819.3,1437.765625
72517,"male","white",4186,40,22,0,0,0,1,28,59,1014.075,1034.95454545455
72528,"female","white",6154,160,162,54,0,0,1,36,138,916,824.240740740741
72529,"male","white",4840,55,29,0,0,0,1,16,69,1492.8,1167.20689655172
72574,"female","white",3295,36,40,29,0,0,1,21,45,1369.44444444444,1121.2
72575,"male","Asian",1686,1,5,0,0,0,1,3,5,1652,1360.8
72629,"male","white",6071,3,0,1,0,0,1,3,3,1571.66666666667,NA
72655,"male","white",5600,8,0,0,0,0,1,3,7,1118.25,NA
72760,"female","white",6237,163,122,0,0,0,1,60,219,1111.56441717791,908.688524590164
72761,"female","white",1329,1,0,0,0,0,1,1,1,1349,NA
72766,"female","white",4687,1,2,1,0,0,1,3,3,1737,961
72801,"female","Asian",1021,1,0,0,0,0,1,1,1,1042,NA
72814,"male","white",6259,156,163,102,0,0.0350877192982456,1,141,215,1248.14102564103,1326.92024539877
72821,"male","white",2969,11,22,0,0,0,1,9,26,1351.81818181818,1087.18181818182
72869,"male","white",4146,19,10,0,0,0,1,16,24,1094.84210526316,1082.7
72875,"female","white",1328,0,3,0,0,0,1,2,3,NA,1180.66666666667
72882,"male","white",5987,70,78,9,0,0.0476190476190476,1,51,115,1200.77142857143,875.897435897436
72884,"male","white",5455,11,2,0,0,0,1,10,13,632.818181818182,594.5
72886,"female","white",6279,82,37,0,0,0,1,18,101,889.414634146341,768.675675675676
72905,"female","Asian",1333,0,7,0,0,0,1,5,6,NA,856.285714285714
72906,"male","Asian",999,5,0,0,0,0,1,2,3,881.8,NA
72926,"male","Asian",4872,38,87,54,0,0,1,32,119,1843.07894736842,1723.81609195402
72945,"female","white",1043,2,0,0,0,0,1,1,2,1038.5,NA
73006,"unknown","Asian",4883,7,0,0,0,0,1,5,7,344.428571428571,NA
73118,"male","Asian",1860,2,0,0,0,0,1,2,2,1836.5,NA
73119,"male","white",6154,49,77,44,44,0.04,1,25,106,2448.34693877551,1807.11688311688
73191,"male","white",6206,127,41,47,5,0,1,60,152,1742.77952755906,1446.53658536585
73203,"male","white",3188,6,9,4,0,0,1,7,15,1171.83333333333,905.888888888889
73226,"male","white",6079,56,10,0,0,0,1,16,60,1472.07142857143,1133.3
73271,"male","black",6262,109,30,54,3,0,1,43,122,1029.20183486239,1130.86666666667
73296,"male","white",6148,198,131,168,93,0,1,59,265,1803.82323232323,1498.71755725191
73329,"male","black",4252,1,0,0,0,0,1,1,1,1302,NA
73335,"female","white",4939,4,9,0,0,0,1,6,12,1366.75,948.666666666667
73343,"female","white",4537,15,18,0,0,0,1,15,30,1130.53333333333,901.333333333333
73362,"male","white",5813,22,43,0,0,0,1,28,48,1306.22727272727,874.767441860465
73423,"male","white",1068,0,2,0,0,0,1,1,2,NA,951.5
73537,"unknown","white",5078,11,17,0,0,0,1,11,23,1402.63636363636,1146.17647058824
73550,"male","white",867,3,0,0,0,0,1,3,3,693,NA
73567,"male","Asian",6084,11,58,2,0,2.29268292682927,0,44,124,1164.81818181818,706.586206896552
73611,"male","Hispanic",5842,32,24,22,0,0,1,16,52,1344.34375,1111.20833333333
73613,"male","white",4840,12,8,0,0,0.444444444444444,0,18,27,1424,795.75
73618,"female","Asian",3601,67,58,76,0,0,1,39,103,1153.37313432836,1084.13793103448
73764,"male","Asian",1711,0,10,0,0,0.2,1,7,11,NA,1402.9
73774,"male","white",2542,1,4,0,0,0,1,4,5,799,504.75
73779,"male","white",5265,1,0,0,0,0,1,1,1,859,NA
73785,"male","white",4405,23,101,47,0,0,1,16,112,1336.91304347826,1108.61386138614
73793,"male","Asian",5856,102,33,35,0,0,1,28,52,796.039215686274,485.848484848485
73828,"male","black",1906,20,5,0,0,0,1,12,25,1190.45,718.2
73898,"male","white",5499,74,40,0,0,0,1,35,96,1409.41891891892,1188.9
73904,"female","white",4382,11,51,0,0,0.235294117647059,1,28,57,1329.18181818182,1106.76470588235
73909,"male","white",1477,0,3,0,0,0,1,2,2,NA,1267
73934,"male","white",1134,0,6,0,0,0,1,3,6,NA,809.833333333333
73981,"male","Hispanic",6232,49,8,12,0,0,1,12,48,1677.77551020408,1437
74027,"male","white",5042,68,12,0,0,0,1,15,62,1130.20588235294,898.333333333333
74033,"male","white",5996,103,50,0,0,0,1,53,144,778.067961165049,659.78
74052,"female","Asian",6265,167,59,0,0,0,1,31,197,989.916167664671,816.830508474576
74056,"male","Hispanic",1383,0,3,0,0,0,1,2,3,NA,1198.66666666667
74097,"female","Asian",413,0,2,0,0,0,1,2,2,NA,254
74114,"male","white",5963,88,66,28,20,0,1,45,123,1797.89772727273,1529.37878787879
74149,"male","black",4880,12,31,4,0,0.0476190476190476,1,21,40,841,707.806451612903
74180,"male","white",5012,142,63,83,0,0,1,39,168,1574.80281690141,1497.87301587302
74185,"male","Asian",1354,0,8,0,0,0,1,4,7,NA,1025.25
74263,"male","white",4361,27,146,60,0,0,1,34,71,1467.96296296296,1065.55479452055
74264,"female","white",4882,10,20,0,0,0,1,11,26,1019.4,886.05
74269,"female","white",5553,36,2,0,0,0,1,15,32,664.555555555556,491.5
74326,"female","white",4980,16,1,0,0,0,1,5,17,612.6875,439
74340,"unknown","Asian",4176,3,0,0,0,0,1,2,3,1090,NA
74347,"male","Hispanic",1222,0,4,0,0,0,1,2,3,NA,1003.75
74363,"male","white",477,1,0,0,0,0,1,1,1,497,NA
74366,"male","Asian",1868,0,2,0,0,0,1,2,2,NA,1702
74371,"male","white",5058,13,11,0,0,0,1,11,21,1431.61538461538,1235
74385,"unknown","white",6252,4,4,2,0,0,1,5,7,1776,1343.25
74467,"male","Asian",1148,0,3,1,0,0,1,3,3,NA,762.333333333333
74523,"male","white",5049,26,1,0,0,0,1,10,23,1295.88461538462,370
74524,"male","white",1018,0,1,0,0,0,1,1,1,NA,895
74558,"male","white",957,1,1,0,0,0,1,1,2,972,748
74668,"unknown","Asian",1794,31,19,0,0,0,1,12,44,1044.67741935484,949.631578947368
74670,"female","white",4872,16,0,0,0,0,1,12,16,334.875,NA
74687,"unknown","Hispanic",5321,15,1,8,0,0,1,7,15,626,542
74696,"male","white",3307,8,10,0,0,0,1,11,17,1294.5,924.8
74697,"male","white",5224,6,16,0,0,0,1,17,21,1858.66666666667,1101.3125
74725,"male","white",6246,129,398,181,0,0,1,88,331,1547.20930232558,1315.55778894472
74734,"female","white",1732,38,19,0,0,0,1,11,41,927.815789473684,872.315789473684
74772,"unknown","Asian",2470,26,33,8,0,0,1,15,56,947.576923076923,668.848484848485
74782,"female","white",3262,10,13,0,0,0,1,15,23,1121.3,862.153846153846
74814,"unknown","Asian",1383,0,14,0,0,0,1,5,11,NA,910.285714285714
74826,"female","white",441,2,0,0,0,0,1,1,2,447,NA
74827,"male","black",1587,4,12,0,0,0,1,5,14,1042.75,975.5
74829,"female","white",6055,177,31,0,0,0,1,16,160,768.429378531073,539.483870967742
74853,"female","white",3262,20,52,0,0,0,1,20,60,1132.4,966.5
74892,"male","white",464,1,0,0,0,0,1,1,1,484,NA
74937,"male","white",6269,438,65,11,0,0,1,58,437,1220.65296803653,1256.41538461538
74938,"male","Asian",5890,14,0,4,0,0,1,4,9,1331.85714285714,NA
74955,"male","white",4242,27,23,0,0,0,1,15,38,1689.48148148148,1469.4347826087
75129,"male","white",5833,51,13,0,0,0,1,23,57,739.509803921569,548.692307692308
75183,"unknown","Asian",6108,6,0,0,0,0,1,3,4,1368,NA
75185,"male","white",5190,26,10,0,0,0,1,19,32,1219.46153846154,1240
75187,"male","Asian",6296,248,84,4,0,0,1,41,268,842.028225806452,720.821428571429
75199,"male","white",5002,6,1,0,0,0,1,3,7,568.5,314
75237,"female","white",1507,12,7,0,0,0,1,7,18,1083.25,1013.28571428571
75251,"male","white",618,0,1,0,0,0,1,1,1,NA,526
75289,"unknown","white",5840,17,37,29,0,0,1,15,49,1042.64705882353,742.72972972973
75323,"male","black",3056,6,2,2,0,0,1,3,7,1271.5,979
75332,"male","white",4827,28,6,0,0,0,1,9,28,1308.82142857143,1037.5
75339,"male","Hispanic",5986,32,97,28,28,0.0408163265306122,1,80,128,1542.59375,993.814432989691
75345,"male","black",5526,28,34,14,0,0,1,14,58,1823.85714285714,1401.02941176471
75347,"male","white",1356,0,2,0,0,0,1,2,2,NA,1201
75373,"male","black",2353,3,1,0,0,0,1,2,4,739.333333333333,383
75377,"female","white",5441,35,32,0,0,0,1,47,58,1392.71428571429,853.25
75387,"male","Asian",5229,2,25,2,0,0,1,21,26,1221.5,1157.2
75397,"male","white",946,1,3,0,0,0,1,3,4,502,611.666666666667
75400,"male","white",5811,19,29,0,0,0,1,22,42,2040.31578947368,1580.20689655172
75416,"male","Asian",6254,148,35,7,0,0,1,42,169,1466.81756756757,1278.14285714286
75546,"unknown","Asian",3783,2,4,0,0,0,1,5,6,1331,1799.75
75569,"male","Hispanic",5454,6,0,0,0,0,1,4,6,620.333333333333,NA
75583,"female","white",651,0,1,0,0,0,1,1,1,NA,448
75592,"male","white",1692,1,8,0,0,0,1,6,9,1096,1259.125
75602,"male","white",4937,2,1,2,0,0,1,3,3,1184.5,531
75611,"male","white",546,1,0,0,0,0,1,1,1,564,NA
75622,"male","white",4448,5,17,0,0,0,1,6,20,1173.8,1153.11764705882
75631,"male","white",4266,5,0,0,0,0,1,4,5,1203.2,NA
75684,"female","Asian",5408,57,5,22,0,0,1,24,54,658.368421052632,382.2
75691,"female","white",6226,51,78,8,0,0,1,42,110,1336.66666666667,1297.98717948718
75700,"male","white",5769,218,9,0,0,0,1,38,174,627.064220183486,495.333333333333
75713,"male","white",1144,0,1,0,0,0,1,1,1,NA,1050
75718,"unknown","black",4347,191,74,115,0,0,1,71,234,1222.11518324607,987.662162162162
75720,"male","white",811,1,0,0,0,0,1,1,1,831,NA
75729,"unknown","white",5518,8,1,0,0,0,1,7,9,624.875,612
75735,"female","white",3231,9,9,2,0,0,1,6,18,1167.33333333333,1048.66666666667
75750,"unknown","white",765,0,2,0,0,0,1,1,2,NA,622
75751,"male","white",5190,8,2,0,0,0,1,6,9,566.75,544
75812,"male","white",1503,3,0,0,0,0,1,3,3,1207,NA
75820,"unknown","Asian",907,0,1,0,0,0,1,1,1,NA,796
75835,"male","white",5336,3,4,5,1,0,1,6,6,601.333333333333,1099.75
75847,"male","white",2826,2,10,0,0,0,1,5,12,1905.5,884.2
75848,"male","white",5222,10,12,0,0,0,1,13,20,1778.7,1312.75
75851,"male","white",6259,98,10,13,0,0,1,38,93,1422.57142857143,1025.8
75864,"male","white",1299,0,14,0,0,0.111111111111111,1,9,15,NA,707.428571428571
75932,"male","white",6283,104,121,73,0,0,1,82,151,1315.59615384615,902.148760330579
75975,"male","white",6213,161,30,12,0,0,1,29,167,1392.5900621118,1258.13333333333
75986,"male","white",5973,117,34,0,0,0,1,19,139,781.452991452991,464.941176470588
75991,"male","white",5821,132,21,29,0,0,1,32,138,806.378787878788,762.809523809524
75995,"male","Asian",2976,58,8,0,0,0,1,23,60,1122.72413793103,1066.5
76004,"male","white",5924,103,135,9,0,0,1,51,202,1956.73786407767,1600.40740740741
76013,"male","Asian",1375,0,8,0,0,0,1,3,8,NA,1003.625
76014,"male","white",1499,0,1,0,0,0,1,1,1,NA,1485
76015,"female","white",1490,1,2,0,0,0,1,3,3,1428,1062.5
76018,"unknown","Asian",5523,7,0,0,0,0,1,4,6,546.428571428571,NA
76067,"male","white",1996,8,17,0,0,0,1,10,22,1522.25,1269.05882352941
76080,"male","white",6097,2,0,0,0,0,1,2,2,1741.5,NA
76134,"male","white",5432,14,0,0,0,0,1,5,13,794.642857142857,NA
76135,"male","white",1768,7,17,0,0,0,1,9,24,1098,1031.17647058824
76272,"male","white",1343,0,1,0,0,0,1,1,1,NA,1212
76291,"male","white",1709,0,57,2,0,0,1,15,21,NA,996.157894736842
76294,"unknown","Asian",1730,20,3,0,0,0,1,5,10,1091.85,782.333333333333
76299,"male","Asian",5309,50,7,0,0,0,1,18,54,1228.36,1211.42857142857
76373,"male","white",5169,9,7,0,0,0,1,10,16,433.111111111111,350
76376,"male","white",5925,32,60,15,15,0,1,26,77,1919.3125,1594.66666666667
76384,"unknown","Hispanic",4965,19,16,9,9,0,1,18,32,1753.57894736842,1485.4375
76390,"female","white",3502,9,23,0,0,0,1,14,32,1225.11111111111,1088.60869565217
76417,"male","white",847,2,1,1,0,0,1,1,3,856.5,672
76425,"male","white",1097,1,0,0,0,0,1,1,1,1117,NA
76443,"male","white",5601,63,64,0,0,0,1,39,122,1648.7619047619,1617.34375
